Código Dane municipio|Desagregación cultivo|Producción (t)
17662|Frijol|29,14335664335666
17662|Habichuela|6,16
17662|Maíz amarillo tradicional|56,725423728813524
17662|Maíz blanco tradicional|25,2813559322034
17662|Plátano consumo interno|7193,2
17662|Sacha inchi|14,5
17662|Tomate|74,0
17665|Aguacate Papelillo|4668,0
17665|Aguacate demás variedades|8300,04
17665|Cacao|209,05
17665|Café|3633,7174
17665|Caña de azúcar|61077,869999999995
17665|Caña panelera|5940,0
17665|Frijol|21,2
17665|Limón Pajarito|189,94307209
17665|Limón Tahití|642,8203768999999
17665|Lulo|658,0
17665|Mandarina Arrayana y/o Oneco|1448,6308927
17665|Maíz amarillo tecnificado|4,74
17665|Maíz amarillo tradicional|63,2
17665|Maíz blanco tecnificado|4,640000000000001
17665|Maíz blanco tradicional|20,64
17665|Naranja Valencia|5860,0
17665|Naranja demás variedades|15,00565831
17665|Plátano consumo interno|32522,5
17777|Aguacate demás variedades|228,0
17777|Cacao|152,1
17777|Café|3173,2999999999997
17777|Caña panelera|483650,0
17777|Frijol|37,8
17777|Granadilla|122,0
17777|Limón Pajarito|91,50643262
17777|Limón Tahití|312,7952761
17777|Lulo|137,0
17777|Mandarina Arrayana y/o Oneco|605,927786332
17777|Maracuyá|596,0
17777|Maíz amarillo tradicional|30,150000000000002
17777|Maíz blanco tradicional|8,51
17777|Naranja Valencia|4434,970126
17777|Naranja demás variedades|15,5170927
17777|Plantas aromáticas|50,0
17777|Plátano consumo interno|63484,0
17777|Tomate invernadero|3372,0
17867|Aguacate demás variedades|9435,32
17867|Cacao|1750,3
17867|Café|267,77660000000003
17867|Caña panelera|8640,0
17867|Frijol|728,0
17867|Limón Pajarito|32,61748734604
17867|Limón Tahití|102,21588080514
17867|Mandarina Arrayana y/o Oneco|192,69031997188
17867|Maíz amarillo tradicional|1664,0
17867|Naranja Valencia|936,7117746371999
17867|Naranja demás variedades|6,11938606115
17867|Plátano consumo interno|5738,25
17867|Tomate|141,0
17873|Aguacate Hass|17857,5
17873|Aguacate Papelillo|2477,2000000000003
17873|Aguacate demás variedades|13246,4
17873|Brevo|85,0
17873|Café|2992,3502
17873|Caña panelera|2250,0
17873|Cebolla de rama|4421,0
17873|Feijoa|11,0
17873|Fresa|750,0
17873|Frijol|56,300699300699335
17873|Granadilla|504,0
17873|Gulupa o cholupa|90,0
17873|Lulo|496,0
17873|Maíz amarillo tradicional|9,837288135593223
17873|Maíz blanco tradicional|3,8
17873|Mora|1000,0
17873|Otras hortalizas|16261,0
17873|Papa todas las variedades|9554,0
17873|Plantas aromáticas|14,0
17873|Plátano consumo interno|920,0
17873|Tomate de árbol|144,0
17873|Tomate invernadero|4517,0
17877|Aguacate demás variedades|503,0
17877|Banano consumo interno|76,0
17877|Cacao|325,8
17877|Café|1440,6192
17877|Caña de azúcar|1006546,2239999999
17877|Caña panelera|27740,0
17877|Frijol|5,63
17877|Guanábana|444,0
17877|Limón Pajarito|89,61584884999999
17877|Limón Tahití|1229,18383636
17877|Mandarina Arrayana y/o Oneco|3826,643239
17877|Maíz amarillo tradicional|14,0
17877|Maíz blanco tecnificado|624,0
17877|Naranja Valencia|20268,521227424
17877|Naranja demás variedades|318,115633325
17877|Papaya demás variedades|20,0
17877|Plátano consumo interno|4802,95
18001|Ahuyama|83,0
18001|Arroz secano mecanizado|748,8
18001|Cacao|451,20000000000005
18001|Café|2147,7465
18001|Caña panelera|85400,0
18001|Maíz amarillo tradicional|32,479661016949194
18001|Maíz blanco tradicional|96,2
18001|Papaya demás variedades|114,0
18001|Patilla|91,0
18001|Piña demás variedades|175,0
18001|Plátano consumo interno|10810,0
18001|Yuca consumo en fresco|3276,0
18029|Arazá|52,5
18029|Cacao|20,4
18029|Caña panelera|78760,0
18029|Chontaduro|43,2
18029|Maíz amarillo tradicional|336,7
18029|Piña demás variedades|1000,0
18029|Plátano consumo interno|11544,0
18029|Yuca consumo en fresco|2272,0
18094|Cacao|303,0
18094|Café|68,2
18094|Caña panelera|19100,0
18094|Cilantro|0,5
18094|Copoazú|360,0
18094|Lechuga|1,0
18094|Maíz amarillo tradicional|916,5
18094|Palma de aceite|20,0
18094|Piña demás variedades|1050,0
18094|Plátano consumo interno|15141,0
18094|Yuca consumo en fresco|3316,8
18150|Arroz secano manual|6667,6
18150|Cacao|220,20000000000002
18150|Caña panelera|53400,0
18150|Chontaduro|55,0
18150|Maíz amarillo tradicional|11833,4
18150|Maíz blanco tradicional|6640,0
18150|Piña demás variedades|1920,0
18150|Plátano consumo interno|72422,0
18150|Sacha inchi|120,0
18150|Yuca consumo en fresco|71877,0
18205|Aguacate demás variedades|0,0
18205|Ahuyama|80,0
18205|Arroz secano manual|614,62
18205|Cacao|216,95999999999998
18205|Caña panelera|28220,0
18205|Chontaduro|210,0
18205|Limón Tahití|0,0
18205|Maíz amarillo tradicional|382,11016949152554
18205|Maíz blanco tradicional|156,46525423728815
18205|Melón|44,0
18205|Patilla|169,0
18205|Piña demás variedades|460,0
18205|Yuca consumo en fresco|3656,0
18247|Cacao|716,25
18247|Café|302,558
18247|Caña panelera|66350,0
18247|Maíz amarillo tradicional|91,957627118644
18247|Maíz blanco tradicional|217,8
18247|Plátano consumo interno|4522,05
18247|Tomate|107,5
18247|Tomate invernadero|75,0
18247|Yuca consumo en fresco|3840,0
18247|Yuca industrial|4200,0
18256|Cacao|199,2
18256|Café|524,758
18256|Caña panelera|6400,1
18256|Plátano consumo interno|876,0
18256|Yuca consumo en fresco|10388,0
18410|Arroz secano manual|258,04
18410|Cacao|188,10000000000002
18410|Café|344,4807
18410|Caña panelera|15600,0
18410|Chontaduro|156,0
18410|Frijol|27,9
18410|Mandarina demás variedades|108,0
18410|Maní|9,0
18410|Maíz blanco tradicional|339,0
18410|Naranja Jaffa|266,0
18410|Piña demás variedades|781,0
18410|Plátano consumo interno|992,0
18410|Yuca consumo en fresco|2600,0
18460|Arroz secano manual|506,0
18460|Cacao|710,8
18460|Caña panelera|57760,0
18460|Chontaduro|3710,0
18460|Maíz amarillo tradicional|588,338983050847
18460|Maíz blanco tradicional|1925,0
18460|Patilla|2108,7
18460|Plátano consumo interno|19010,0
18460|Yuca consumo en fresco|14580,0
18479|Cacao|4,2
18479|Caña panelera|667,0
18479|Maíz amarillo tradicional|48,847457627118644
18479|Plátano consumo interno|120,0
18479|Yuca consumo en fresco|158,0
18592|Aguacate demás variedades|447,96
18592|Ahuyama|164,0
18592|Arroz secano manual|326,03
18592|Arroz secano mecanizado|1294,02
18592|Cacao|354,41999999999996
18592|Café|3068,4336
18592|Caña panelera|69245,0
18592|Frijol|118,15
18592|Maíz amarillo tradicional|2246,413559322034
18592|Otras hortalizas|199,5
18592|Patilla|1582,0
18592|Plátano consumo interno|20777,2
18592|Sacha inchi|306,1
18592|Yuca consumo en fresco|2880,0
18610|Aguacate demás variedades|148,01
18610|Ají|16,7
18610|Arazá|12,5
18610|Banano consumo interno|4219,76
18610|Cacao|1604,7
18610|Caña panelera|75530,0
18610|Cebolla de rama|21,95
18610|Cilantro|31,0
18610|Maíz amarillo tradicional|139,0
18610|Maíz blanco tradicional|87,6
18610|Piña demás variedades|3898,75
18610|Plátano consumo interno|20554,1
18610|Tomate|60,0
18610|Yuca consumo en fresco|11230,0
18753|Aguacate Hass|597,0
18753|Arroz secano manual|783,377
18753|Arroz secano mecanizado|7900,0
18753|Cacao|834,5
18753|Café|1506,1871999999998
18753|Caña panelera|154224,0
18753|Cebolla de rama|130,0
18753|Chontaduro|144,3
18753|Fresa|585,0
18753|Frijol|1517,4
18753|Granadilla|256,0
18753|Habichuela|207,0
18753|Limón Tahití|1100,0
18753|Lulo|286,3
18753|Maíz amarillo tradicional|5007,0
18753|Maíz blanco tradicional|1518,0
18753|Otras hortalizas|150,0
18753|Plátano consumo interno|65094,0
18753|Sacha inchi|400,2
18753|Tomate de árbol|1470,0
18753|Yuca consumo en fresco|30420,0
18756|Arroz secano manual|1358,8
18756|Cacao|770,25
18756|Caña panelera|14300,0
18756|Chontaduro|1107,5
18756|Cilantro|6,0
18756|Maíz amarillo tradicional|822,0
18756|Maíz blanco tradicional|535,5
18756|Patilla|197,5
18756|Piña demás variedades|307,0
18756|Plátano consumo interno|13880,0
18756|Yuca consumo en fresco|4810,0
18756|Ñame demás variedades|71,0
18785|Ahuyama|69,0
18785|Arroz secano manual|673,5
18785|Banano consumo interno|410,0
18785|Caña panelera|15144,0
18785|Limón demás variedades|75,0
18785|Maíz amarillo tradicional|930,4050847457627
18785|Maíz blanco tradicional|519,7186440677966
18785|Piña demás variedades|60,0
18785|Plátano consumo interno|13025,0
18785|Yuca consumo en fresco|6096,0
18860|Cacao|275,18
18860|Caña panelera|4220,0
18860|Piña demás variedades|465,0
18860|Plátano consumo interno|1700,0
18860|Yuca consumo en fresco|5920,0
19001|Acelga|22,38
19001|Aguacate Hass|2332,492
19001|Aguacate Papelillo|35,07
19001|Ahuyama|5,0
19001|Apio|8,08
19001|Arveja|40,0
19001|Café|8098,5043000000005
19001|Caña panelera|81198,0
19001|Cebolla de rama|29,42
19001|Cilantro|30,85
19001|Cimarrón|6,0
19001|Espinaca|16,39
19001|Frijol|94,19300699300699
19001|Garbanzo|3,0
19001|Habichuela|71,15
19001|Lechuga|59,14
19001|Lulo|113,0
19001|Maíz amarillo tradicional|47,10364406779661
19001|Maíz blanco tradicional|23,0
19001|Mora|71,16
19001|Otras hortalizas|25,0
19001|Otros frutales|42,0
19001|Papa criolla|27,0
19001|Papa todas las variedades|45,0
19001|Perejil|4,0
19001|Pimentón|1,0
19001|Plátano consumo interno|315,46
19001|Quinua|2,0
19001|Repollo|19,299999999999997
19001|Sábila|48,96
19001|Tomate|228,8
19001|Tomate invernadero|420,0
19001|Yuca consumo en fresco|105,26
19001|Zanahoria|25,78
19022|Aguacate demás variedades|855,0
19022|Arracacha|376,5
19022|Arveja|499,685046728972
19022|Café|2485,3869999999997
19022|Caña panelera|37356,0
19022|Frijol|1035,04020979021
19022|Lechuga|646,6
19022|Maíz amarillo tradicional|155,842779661017
19022|Maíz blanco tradicional|67,10018644067787
19022|Naranja Jaffa|2275,0
19022|Otras hortalizas|515,3
19022|Papa todas las variedades|7491,0
19022|Plátano consumo interno|30480,0
19022|Repollo|430,8
19022|Tomate|812,5
19022|Tomate de árbol|310,0
19022|Yuca consumo en fresco|517,5
19050|Aguacate demás variedades|298,88
19050|Cacao|76,8
19050|Café|3440,3864
19050|Caña panelera|10030,2
19050|Cebolla de rama|869,6
19050|Frijol|159,7198623776224
19050|Lulo|60,0
19050|Maíz amarillo tradicional|168,00077288135594
19050|Maíz blanco tradicional|14,897400000000001
19050|Plátano consumo interno|781,14
19050|Tomate|155,0
19050|Tomate de árbol|6,3
19050|Yuca consumo en fresco|610,0
19075|Aguacate Hass|39,0
19075|Ahuyama|2101,0
19075|Arroz secano mecanizado|2416,9
19075|Cacao|401,6
19075|Café|7550,91
19075|Caña panelera|21110,0
19075|Fresa|0,0
19075|Frijol|27,986013986014
19075|Granadilla|88,0
19075|Limón Pajarito|3020,0
19075|Limón Tahití|10179,0
19075|Lulo|661,0
19075|Maracuyá|444,0
19075|Maíz amarillo tradicional|212,3389830508475
19075|Maíz blanco tradicional|172,6906779661017
19075|Mora|33,0
19075|Papaya demás variedades|320,0
19075|Patilla|71,0
19075|Plátano consumo interno|2397,0
19075|Tangelo|4896,0
19075|Tomate|378,0
19075|Yuca consumo en fresco|230,0
19100|Achira|30,0
19100|Aguacate demás variedades|300,0
19100|Arracacha|1478,0
19100|Cacao|95,36
19100|Café|8152,55
19100|Caña panelera|133000,0
19100|Fresa|320,0
19100|Frijol|1214,5
19100|Garbanzo|84,0
19100|Limón Tahití|3038,3999999999996
19100|Lulo|2428,0
19100|Mango demás variedades|1371,96
19100|Maíz amarillo tradicional|321,7162711864406
19100|Maíz blanco tradicional|209,4540677966102
19100|Mora|448,5
19100|Otras hortalizas|30,75
19100|Papa criolla|612,0
19100|Papa todas las variedades|4801,0
19100|Pitahaya|56,400000000000006
19100|Plátano consumo interno|5121,0
19100|Quinua|559,0
19100|Tomate de árbol|704,0
19100|Tomate invernadero|4447,5
19100|Trigo|35,0
19100|Uchuva|56,0
19100|Ulluco|1134,0
19100|Yuca consumo en fresco|3084,0
19110|Café|4865,6964
19110|Caña panelera|108024,4
19110|Frijol|7,74965034965035
19110|Guayaba|360,0
19110|Limón demás variedades|834,0
19110|Mango demás variedades|2213,16
19110|Maíz amarillo tradicional|96,79627118644069
19110|Naranja Jaffa|960,0
19110|Plátano consumo interno|927,0
19110|Sacha inchi|48,0
19110|Yuca industrial|23775,0
19130|Aguacate Hass|240,5
19130|Aguacate Papelillo|33,0
19130|Aguacate demás variedades|175,5
19130|Ají|1287,0
19130|Cacao|33,0
19130|Café|18986,7175
19130|Caña panelera|820960,0
19130|Chontaduro|409,5
19130|Cilantro|22,3
19130|Fique|44,0
19130|Frijol|102,7482517482518
19130|Guayaba|7,5
19130|Limón Tahití|80,0
19130|Lulo|75,0
19130|Maíz amarillo tradicional|123,1677966101695
19130|Maíz blanco tradicional|53,75593220338982
19130|Plátano consumo interno|338,0
19130|Tomate|78,0
19130|Tomate invernadero|360,5
19130|Yuca consumo en fresco|757,5
19137|Aguacate Hass|1167,3
19137|Café|15064,438900000001
19137|Caña panelera|50568,0
19137|Fique|991,7755
19137|Frijol|338,15
19137|Habichuela|240,0
19137|Lulo|432,0
19137|Maíz amarillo tradicional|69,26315
19137|Maíz blanco tradicional|103,2
19137|Mora|1032,23
19137|Otras hortalizas|537,0
19137|Piña Cayena, Gold, Manzana y/o Perolera|476,635
19137|Piña demás variedades|1507,1799999999998
19137|Plátano consumo interno|2502,5
19137|Tomate de árbol|578,3299999999999
19137|Tomate invernadero|6000,0
19137|Yuca consumo en fresco|10622,0
19142|Arroz riego|14400,0
19142|Arveja|33,829906542056065
19142|Cacao|150,08999999999997
19142|Café|7438,026
19142|Caña de azúcar|1026685,7760000001
19142|Frijol|56,7
19142|Habichuela|647,0
19142|Limón Tahití|2221,99691395
19142|Lulo|255,0
19142|Maíz amarillo tradicional|71,2
19142|Mora|155,0
19142|Otros frutales|1770,0
19142|Piña Cayena, Gold, Manzana y/o Perolera|32855,9668284
19142|Plátano consumo interno|715,0
19142|Uva|277,5
19142|Yuca consumo en fresco|952,0
19212|Aguacate Hass|508,32
19212|Aguacate demás variedades|1317,0
19212|Arveja|47,396261682242994
19212|Café|6253,6808
19212|Caña de azúcar|1185707,925
19212|Frijol|121,158041958042
19212|Granadilla|208,0
19212|Habichuela|438,0
19212|Limón demás variedades|420,0
19212|Lulo|360,0
19212|Maracuyá|84,0
19212|Maíz amarillo tecnificado|349,0
19212|Maíz blanco tecnificado|86,17
19212|Mora|860,0
19212|Papa criolla|42,0
19212|Papaya demás variedades|93,0
19212|Piña demás variedades|1120,0
19212|Plátano consumo interno|4072,0
19212|Tomate|742,0
19212|Yuca consumo en fresco|87,0
19256|Aguacate Hass|11984,0
19256|Arracacha|3930,0
19256|Arveja|32,54626168224298
19256|Banano consumo interno|4775,0
19256|Cacao|1532,0
19256|Café|28321,5951
19256|Caña panelera|325240,0
19256|Cebolla de rama|71,0
19256|Chontaduro|81372,0
19256|Cilantro|268,5
19256|Fique|5413,5
19256|Frijol|5274,0
19256|Habichuela|1180,0
19256|Lulo|8450,0
19256|Maracuyá|105,0
19256|Maíz amarillo tradicional|4330,4
19256|Maíz blanco tradicional|470,0
19256|Otras hortalizas|429,0
19256|Pimentón|615,0
19256|Plantas aromáticas|8,0
19256|Plátano consumo interno|169100,0
19256|Tomate|802,0
19256|Tomate invernadero|2925,0
19256|Yuca consumo en fresco|55120,0
19256|Yuca industrial|93420,0
19290|Aguacate demás variedades|165,0
19290|Arracacha|89,0
19290|Cacao|21,0
19290|Café|2392,66
19290|Caña panelera|11760,0
19290|Frijol|19,58041958041959
19290|Iraca|30,5
19290|Limón demás variedades|116,0
19290|Mango demás variedades|84,0
19290|Maní|4,49
19290|Maíz amarillo tradicional|101,9406779661017
19290|Maíz blanco tradicional|10,0
19290|Naranja Jaffa|148,0
19290|Otras hortalizas|68,75
19290|Papaya demás variedades|81,0
19290|Piña demás variedades|36,5
19290|Plátano consumo interno|1422,0
19290|Tomate|36,0
19290|Yuca consumo en fresco|681,0
19300|Arroz riego|3316,0
19300|Cacao|87,45
19300|Caña de azúcar|1789258,22
19300|Guayaba|610,0
19300|Habichuela|554,0
19300|Limón demás variedades|45,0
19300|Maíz amarillo tecnificado|7080,0
19300|Maíz amarillo tradicional|208,2066949152542
19300|Maíz blanco tecnificado|8876,0
19300|Maíz blanco tradicional|157,6322881355932
19300|Naranja Valencia|272,0
19300|Piña Cayena, Gold, Manzana y/o Perolera|3996,76
19300|Piña demás variedades|8071,76
19300|Plátano consumo interno|1600,0
19300|Sorgo|52,5
19300|Tabaco|88,0
19300|Tomate|588,0
19300|Yuca consumo en fresco|2032,0
19300|Yuca industrial|5672,0
19318|Arroz secano manual|5982,05
19318|Asaí|1792,0
19318|Banano consumo interno|13233,0
19318|Borojó|518,21
19318|Cacao|114,75
19318|Caña panelera|47980,0
19318|Cimarrón|42,5
19318|Coco|13293,0
19318|Limón Pajarito|478,0
19318|Limón Tahití|174,8
19318|Lulo|1156,0
19318|Malanga, achín, yota, papa china, bore|9477,0
19318|Mandarina demás variedades|132,0
19318|Maíz amarillo tradicional|141,684
19318|Maíz blanco tradicional|107,916
19318|Naranja demás variedades|129,0
19318|Palma de aceite|2684,23751013664
19318|Piña Cayena, Gold, Manzana y/o Perolera|1811,0
19318|Plátano consumo interno|11198,0
19318|Yuca consumo en fresco|610,5
19355|Aguacate demás variedades|98,0
19355|Arracacha|3,15
19355|Arveja|38,859813084112204
19355|Cacao|65,943
19355|Café|14044,9262
19355|Caña panelera|16963,55
19355|Cebolla de rama|239,25
19355|Cilantro|23,98
19355|Frijol|20,23076923076923
19355|Granadilla|372,0
19355|Habichuela|29,95
19355|Limón Tahití|178,655
19355|Lulo|165,0
19355|Maíz amarillo tradicional|193,6741525423729
19355|Maíz blanco tradicional|56,9795762711865
19355|Mora|89,0
19355|Papa todas las variedades|227,5
19355|Pitahaya|178,87
19355|Piña demás variedades|135,0
19355|Plátano consumo interno|510,665
19355|Tomate de árbol|210,0
19355|Tomate invernadero|285,4
19355|Yuca consumo en fresco|41,88
19364|Acelga|41,25
19364|Aguacate demás variedades|513,0
19364|Arracacha|65,5
19364|Arveja|20,25
19364|Café|1830,1084999999998
19364|Caña panelera|3280,0
19364|Cebolla de rama|60,0
19364|Fique|2593,99
19364|Frijol|464,4125874125874
19364|Lulo|1852,0
19364|Maíz amarillo tradicional|210,2
19364|Maíz blanco tradicional|8,7
19364|Mora|428,0
19364|Papa criolla|327,5
19364|Plátano consumo interno|248,0
19364|Quinua|12,75
19364|Repollo|35,0
19364|Tomate|13,0
19364|Tomate de árbol|618,0
19364|Trigo|99,0
19364|Yuca consumo en fresco|12,100000000000001
19364|Zanahoria|41,25
19392|Achira|42,87
19392|Aguacate demás variedades|376,0
19392|Arracacha|134,0
19392|Arveja|5,5
19392|Banano consumo interno|225,02
19392|Cacao|48,93
19392|Café|6545,5662
19392|Caña de azúcar|234,18
19392|Caña panelera|376920,0
19392|Cebolla de rama|191,0
19392|Cilantro|42,0
19392|Frijol|148,3
19392|Granadilla|176,45499999999998
19392|Habichuela|83,4
19392|Limón Pajarito|9,79800064516
19392|Limón Tahití|428,1220219757
19392|Limón demás variedades|27,38817156
19392|Lulo|2267,92
19392|Mandarina Arrayana y/o Oneco|2,97993550512
19392|Mandarina demás variedades|2,88774266449
19392|Maíz amarillo tradicional|313,406779661017
19392|Maíz blanco tradicional|184,5762711864407
19392|Mora|614,05
19392|Naranja Jaffa|41,99644953447
19392|Naranja Valencia|13,497355691860001
19392|Naranja demás variedades|2,9599354929599997
19392|Otras hortalizas|146,0
19392|Plátano consumo interno|2761,0
19392|Tangelo|7,69819412878
19392|Tomate|899,0
19392|Yuca consumo en fresco|1565,0
19392|Yuca industrial|5733,0
19397|Arracacha|126,5
19397|Arveja|24,88785046728972
19397|Café|4806,2305
19397|Caña panelera|117145,0
19397|Frijol|35,874125874125866
19397|Haba|14,9646017699115
19397|Maíz amarillo tradicional|47,91610169491524
19397|Maíz blanco tradicional|39,63533898305086
19397|Papa todas las variedades|1960,2
19397|Plátano consumo interno|4758,68
19397|Tomate de árbol|42,74
19397|Trigo|62,0
19397|Yuca consumo en fresco|136,9
19418|Arbol de pan o pepa del pan|78,0
19418|Banano consumo interno|5566,4
19418|Borojó|176,0
19418|Cacao|26,25
19418|Caña miel|55104,0
19418|Caña panelera|33880,0
19418|Chirimoya|222,0
19418|Chontaduro|320,85
19418|Coco|9554,55
